Title,Price,Final Price,Link
Ultra Street Fighter IV,2.9,3.48,https://www.instant-gaming.com/fr/439-acheter-ultra-street-fighter-iv-pc-jeu-steam-europe/
Dead by Daylight: Curtain Call,5.69,6.83,https://www.instant-gaming.com/fr/4350-acheter-dead-by-daylight-curtain-call-pc-jeu-steam/
Spec Ops: The Line,3.19,3.83,https://www.instant-gaming.com/fr/43-acheter-spec-ops-the-line-pc-mac-jeu-steam-europe/
Disney Pixar Cars 2: The Video Game,2.66,3.19,https://www.instant-gaming.com/fr/4055-acheter-disney-pixar-cars-2-the-video-game-pc-jeu-steam/
Post Scriptum (uncut),7.85,9.42,https://www.instant-gaming.com/fr/2765-acheter-jeu-steam-post-scriptum-uncut/
Batman: Arkham Origins Blackgate Deluxe Edition,2.4,2.88,https://www.instant-gaming.com/fr/2695-acheter-batman-arkham-origins-blackgate-deluxe-edition-deluxe-edition-pc-jeu-steam/
Europa Universalis IV: Third Rome,2.99,3.59,https://www.instant-gaming.com/fr/2121-acheter-europa-universalis-iv-third-rome-pc-jeu-steam/
Sniper Elite 4 Season Pass,3.33,4.0,https://www.instant-gaming.com/fr/1922-acheter-sniper-elite-4-season-pass-season-pass-pc-jeu-steam/
Europa Universalis IV: Art of War,3.99,4.79,https://www.instant-gaming.com/fr/1820-acheter-europa-universalis-iv-art-of-war-dlc-pc-mac-jeu-steam/
Attack on Titan 2: Final Battle,25.59,30.71,https://www.instant-gaming.com/fr/12866-acheter-attack-on-titan-2-final-battle-final-battle-pc-jeu-steam/
Syberia 2,1.0,1.2,https://www.instant-gaming.com/fr/1245-acheter-syberia-2-pc-mac-jeu-steam/
Farming Simulator 22 - Kubota Pack,8.37,10.04,https://www.instant-gaming.com/fr/12400-acheter-farming-simulator-22-kubota-pack-pc-mac-jeu-steam/
Symphony of War: The Nephilim Saga,8.95,10.74,https://www.instant-gaming.com/fr/12283-acheter-symphony-of-war-the-nephilim-saga-pc-jeu-steam/
Elex,4.78,5.74,https://www.instant-gaming.com/fr/1171-acheter-elex-pc-jeu-steam/
Fallout 4: Season Pass,12.22,14.66,https://www.instant-gaming.com/fr/1049-acheter-fallout-4-season-pass-pc-jeu-steam/
Crusader Kings III: Northern Lords,4.99,5.99,https://www.instant-gaming.com/fr/8469-acheter-crusader-kings-iii-northern-lords-pc-mac-jeu-steam/
Roguebook,4.62,5.54,https://www.instant-gaming.com/fr/7261-acheter-roguebook-pc-mac-jeu-steam/
Total Tank Simulator,4.33,5.2,https://www.instant-gaming.com/fr/6978-acheter-total-tank-simulator-pc-jeu-steam/
Planet Coaster - Spooky Pack,3.89,4.67,https://www.instant-gaming.com/fr/6835-acheter-planet-coaster-spooky-pack-pc-mac-jeu-steam/
Cities: Skylines - Deluxe Edition Upgrade Pack,2.99,3.59,https://www.instant-gaming.com/fr/5776-acheter-cities-skylines-deluxe-edition-upgrade-pack-pc-jeu-steam/
Conan Exiles - Debaucheries of Derketo Pack,4.99,5.99,https://www.instant-gaming.com/fr/5642-acheter-conan-exiles-debaucheries-of-derketo-pack-pc-jeu-steam/
Chernobylite,13.47,16.16,https://www.instant-gaming.com/fr/5616-acheter-chernobylite-pc-jeu-steam/
Conan Exiles - Seekers of the Dawn Pack,5.88,7.06,https://www.instant-gaming.com/fr/5100-acheter-conan-exiles-seekers-of-the-dawn-pack-pc-jeu-steam/
Ghost of a Tale,2.09,2.51,https://www.instant-gaming.com/fr/477-acheter-ghost-of-a-tale-pc-jeu-steam/
Chrono Trigger,6.69,8.03,https://www.instant-gaming.com/fr/4177-acheter-chrono-trigger-pc-jeu-steam/
Europa Universalis IV: Conquest of Paradise,2.99,3.59,https://www.instant-gaming.com/fr/3573-acheter-europa-universalis-iv-conquest-of-paradise-pc-mac-jeu-steam/
Do Not Feed the Monkeys,1.65,1.98,https://www.instant-gaming.com/fr/3242-acheter-do-not-feed-the-monkeys-pc-mac-jeu-steam/
Stronghold HD,1.99,2.39,https://www.instant-gaming.com/fr/3046-acheter-stronghold-hd-pc-jeu-steam/
Battlefleet Gothic: Armada 2,4.5,5.4,https://www.instant-gaming.com/fr/2650-acheter-battlefleet-gothic-armada-2-pc-jeu-steam/
Remothered: Tormented Fathers,1.5,1.8,https://www.instant-gaming.com/fr/2425-acheter-remothered-tormented-fathers-pc-jeu-steam/
The LEGO Movie: Videogame,1.99,2.39,https://www.instant-gaming.com/fr/1768-acheter-the-lego-movie-videogame-pc-mac-jeu-steam/
Star Wars Republic Commando,2.8,3.36,https://www.instant-gaming.com/fr/1580-acheter-star-wars-republic-commando-pc-jeu-steam/
S.T.A.L.K.E.R.: Call of Pripyat,3.18,3.82,https://www.instant-gaming.com/fr/1464-acheter-s-t-a-l-k-e-r-call-of-pripyat-pc-jeu-steam/
Generation Zero - Base Defense Pack,1.32,1.58,https://www.instant-gaming.com/fr/11572-acheter-generation-zero-base-defense-pack-pc-jeu-steam/
Generation Zero® - Soviet Weapons Pack,1.0,1.2,https://www.instant-gaming.com/fr/9946-acheter-generation-zero-r-soviet-weapons-pack-pc-jeu-steam/
TheHunter: Call of the Wild - Treestand & Tripod Pack,1.73,2.08,https://www.instant-gaming.com/fr/9932-acheter-thehunter-call-of-the-wild-treestand-et-tripod-pack-pc-jeu-steam-europe/
Total War: ROME II - Empire Divided Campaign Pack,5.29,6.35,https://www.instant-gaming.com/fr/7172-acheter-jeu-steam-total-war-rome-ii-empire-divided-campaign-pack/
Planet Coaster - Adventure Pack,3.98,4.78,https://www.instant-gaming.com/fr/6837-acheter-planet-coaster-adventure-pack-pc-mac-jeu-steam/
Good Company,6.09,7.31,https://www.instant-gaming.com/fr/6733-acheter-good-company-pc-jeu-steam/
Dragon Ball Xenoverse 2 Ultra Pack Set,6.49,7.79,https://www.instant-gaming.com/fr/5754-acheter-dragon-ball-xenoverse-2-ultra-pack-set-pc-jeu-steam/
Automobilista,1.49,1.79,https://www.instant-gaming.com/fr/5440-acheter-automobilista-pc-jeu-steam/
Airport CEO,4.99,5.99,https://www.instant-gaming.com/fr/5106-acheter-airport-ceo-pc-mac-jeu-steam/
Yakuza Kiwami 2,8.89,10.67,https://www.instant-gaming.com/fr/4507-acheter-yakuza-kiwami-2-pc-jeu-steam/
Dead by Daylight: Spark of Madness,5.59,6.71,https://www.instant-gaming.com/fr/4376-acheter-dead-by-daylight-spark-of-madness-pc-jeu-steam/
Wizard Of Legend,7.29,8.75,https://www.instant-gaming.com/fr/3496-acheter-wizard-of-legend-pc-mac-jeu-steam/
Tourist Bus Simulator,11.25,13.5,https://www.instant-gaming.com/fr/3488-acheter-tourist-bus-simulator-pc-jeu-steam/
Return to Castle Wolfenstein,2.07,2.48,https://www.instant-gaming.com/fr/2951-acheter-return-to-castle-wolfenstein-pc-jeu-steam/
V-Rally 4,1.6,1.92,https://www.instant-gaming.com/fr/2681-acheter-jeu-steam-v-rally-4/
MXGP Pro,2.49,2.99,https://www.instant-gaming.com/fr/2647-acheter-mxgp-pro-pc-jeu-steam/
Hyper Light Drifter,5.29,6.35,https://www.instant-gaming.com/fr/2501-acheter-hyper-light-drifter-pc-mac-jeu-steam/
Final Fantasy VII,7.2,8.64,https://www.instant-gaming.com/fr/1683-acheter-final-fantasy-vii-pc-jeu-steam/
Train Simulator Classic,3.99,4.79,https://www.instant-gaming.com/fr/12836-acheter-train-simulator-classic-pc-jeu-steam/
"Warhammer 40,000: Gladius - Escalation Pack",4.87,5.84,https://www.instant-gaming.com/fr/11889-acheter-warhammer-40-000-gladius-escalation-pack-pc-jeu-steam/
Sniper Elite 5 Deluxe Edition,45.99,55.19,https://www.instant-gaming.com/fr/10620-acheter-sniper-elite-5-deluxe-edition-deluxe-edition-pc-jeu-steam-europe/
Total War: EMPIRE Definitive Edition,5.37,6.44,https://www.instant-gaming.com/fr/1026-acheter-total-war-empire-definitive-edition-definitive-edition-pc-mac-jeu-steam/
TheHunter: Call of the Wild - Cuatro Colinas Game Reserve,2.8,3.36,https://www.instant-gaming.com/fr/9937-acheter-thehunter-call-of-the-wild-cuatro-colinas-game-reserve-pc-jeu-steam-europe/
Townscaper,2.36,2.83,https://www.instant-gaming.com/fr/9434-acheter-townscaper-pc-mac-jeu-steam/
MechWarrior 5 Mercenaries - Heroes of the Inner Sphere,7.99,9.59,https://www.instant-gaming.com/fr/8909-acheter-mechwarrior-5-mercenaries-heroes-of-the-inner-sphere-pc-jeu-steam/
Life is Strange: True Colors - Ultimate Edition,33.26,39.91,https://www.instant-gaming.com/fr/8670-acheter-life-is-strange-true-colors-ultimate-edition-ultimate-edition-pc-jeu-steam/
Banners of Ruin,1.1,1.32,https://www.instant-gaming.com/fr/8167-acheter-banners-of-ruin-pc-jeu-steam/
Orcs Must Die! 2,1.9,2.28,https://www.instant-gaming.com/fr/725-acheter-orcs-must-die-2-pc-jeu-steam/
Drake Hollow,3.99,4.79,https://www.instant-gaming.com/fr/7084-acheter-jeu-steam-drake-hollow/
Planet Coaster - Vintage Pack,3.09,3.71,https://www.instant-gaming.com/fr/6848-acheter-planet-coaster-vintage-pack-pc-mac-jeu-steam/
Syberia 3,1.59,1.91,https://www.instant-gaming.com/fr/611-acheter-syberia-3-pc-mac-jeu-steam/
Dead by Daylight - Cursed Legacy Chapter,6.08,7.3,https://www.instant-gaming.com/fr/5898-acheter-dead-by-daylight-cursed-legacy-chapter-pc-jeu-steam/
My Hero One's Justice 2,6.43,7.72,https://www.instant-gaming.com/fr/5881-acheter-my-hero-one-s-justice-2-pc-jeu-steam-europe/
Sniper Ghost Warrior Contracts,3.2,3.84,https://www.instant-gaming.com/fr/3119-acheter-sniper-ghost-warrior-contracts-pc-jeu-steam/
How to Survive 2,1.69,2.03,https://www.instant-gaming.com/fr/1834-acheter-how-to-survive-2-pc-jeu-steam/
Bastion,1.89,2.27,https://www.instant-gaming.com/fr/1676-acheter-jeu-steam-bastion/
Surviving Mars: Martian Express,4.64,5.57,https://www.instant-gaming.com/fr/10945-acheter-surviving-mars-martian-express-pc-mac-jeu-steam/
"Warhammer 40,000: Chaos Gate - Daemonhunters Castellan Champion Edition",23.59,28.31,https://www.instant-gaming.com/fr/10424-acheter-warhammer-40-000-chaos-gate-daemonhunters-castellan-champion-edition-castellan-champion-edition-pc-jeu-steam-europe/
Endless Space 2 Definitive Edition,19.71,23.65,https://www.instant-gaming.com/fr/10366-acheter-endless-space-2-definitive-edition-definitive-edition-pc-mac-jeu-steam/
TheHunter: Call of the Wild - Yukon Valley,3.0,3.6,https://www.instant-gaming.com/fr/9918-acheter-thehunter-call-of-the-wild-yukon-valley-pc-jeu-steam-europe/
"Warhammer 40,000: Gladius - Specialist Pack",4.04,4.85,https://www.instant-gaming.com/fr/8974-acheter-warhammer-40-000-gladius-specialist-pack-pc-jeu-steam/
"Warhammer 40,000: Chaos Gate - Daemonhunters",17.99,21.59,https://www.instant-gaming.com/fr/8972-acheter-warhammer-40-000-chaos-gate-daemonhunters-pc-jeu-steam-europe/
Tales of Zestiria,4.59,5.51,https://www.instant-gaming.com/fr/860-acheter-tales-of-zestiria-pc-jeu-steam/
Binary Domain Collection,1.5,1.8,https://www.instant-gaming.com/fr/8237-acheter-binary-domain-collection-collection-pc-jeu-steam/
Steel Division: Normandy 44 Deluxe Edition,9.36,11.23,https://www.instant-gaming.com/fr/8191-acheter-steel-division-normandy-44-deluxe-edition-deluxe-edition-pc-jeu-steam/
TOHU,1.1,1.32,https://www.instant-gaming.com/fr/8093-acheter-tohu-pc-jeu-steam/
Railway Empire Complete Collection,8.15,9.78,https://www.instant-gaming.com/fr/7390-acheter-railway-empire-complete-collection-complete-collection-pc-jeu-steam/
Star Wars: Galactic Battlegrounds Saga,1.02,1.22,https://www.instant-gaming.com/fr/7364-acheter-star-wars-galactic-battlegrounds-saga-pc-jeu-steam/
Neon Abyss,3.9,4.68,https://www.instant-gaming.com/fr/7082-acheter-neon-abyss-pc-jeu-steam/
Space Haven,6.97,8.36,https://www.instant-gaming.com/fr/6907-acheter-space-haven-pc-mac-jeu-steam/
Sword Art Online: Alicization Lycoris Deluxe Edition,16.55,19.86,https://www.instant-gaming.com/fr/6872-acheter-sword-art-online-alicization-lycoris-deluxe-edition-deluxe-edition-pc-jeu-steam/
Thronebreaker: The Witcher Tales,3.85,4.62,https://www.instant-gaming.com/fr/6316-acheter-thronebreaker-the-witcher-tales-pc-jeu-steam/
Kingdom Come: Deliverance,7.75,9.3,https://www.instant-gaming.com/fr/586-acheter-kingdom-come-deliverance-pc-jeu-steam-europe/
RPG Maker VX,1.0,1.2,https://www.instant-gaming.com/fr/5290-acheter-rpg-maker-vx-pc-jeu-steam/
The Stanley Parable,8.75,10.5,https://www.instant-gaming.com/fr/4947-acheter-jeu-steam-the-stanley-parable/
GOD EATER 3,5.95,7.14,https://www.instant-gaming.com/fr/3423-acheter-god-eater-3-pc-jeu-steam/
Pizza Connection 3,1.59,1.91,https://www.instant-gaming.com/fr/2391-acheter-pizza-connection-3-pc-mac-jeu-steam/
Resident Evil: Revelations 2 Deluxe Edition,7.89,9.47,https://www.instant-gaming.com/fr/2267-acheter-resident-evil-revelations-2-deluxe-edition-deluxe-edition-pc-jeu-steam/
Thief,2.99,3.59,https://www.instant-gaming.com/fr/214-acheter-thief-pc-mac-jeu-steam/
Motorsport Manager,3.99,4.79,https://www.instant-gaming.com/fr/1630-acheter-motorsport-manager-pc-mac-jeu-steam-europe/
Pathfinder: Wrath of the Righteous – Season Pass 2,23.65,28.38,https://www.instant-gaming.com/fr/13156-acheter-pathfinder-wrath-of-the-righteous-season-pass-2-pc-mac-jeu-steam/
Generation Zero - US Weapons Pack 2,1.4,1.68,https://www.instant-gaming.com/fr/11571-acheter-generation-zero-us-weapons-pack-2-pc-jeu-steam/
Supreme Commander 2,3.14,3.77,https://www.instant-gaming.com/fr/1154-acheter-supreme-commander-2-pc-jeu-steam/
Hello Neighbor: Hide and Seek,3.99,4.79,https://www.instant-gaming.com/fr/11371-acheter-hello-neighbor-hide-and-seek-pc-jeu-steam/
Outriders Worldslayer,31.29,37.55,https://www.instant-gaming.com/fr/11039-acheter-outriders-worldslayer-worldslayer-pc-jeu-steam/
TheHunter: Call of the Wild - Weapon Pack 3,1.66,1.99,https://www.instant-gaming.com/fr/9925-acheter-thehunter-call-of-the-wild-weapon-pack-3-pc-jeu-steam-europe/
Age of Empires IV: Digital Deluxe Edition,36.99,44.39,https://www.instant-gaming.com/fr/9819-acheter-age-of-empires-iv-digital-deluxe-edition-digital-deluxe-edition-pc-jeu-steam/
Tales of Symphonia,3.99,4.79,https://www.instant-gaming.com/fr/916-acheter-tales-of-symphonia-pc-jeu-steam/
Sid Meier's Civilization V,3.99,4.79,https://www.instant-gaming.com/fr/91-acheter-sid-meier-s-civilization-v-pc-mac-jeu-steam/
Act of War: High Treason,1.0,1.2,https://www.instant-gaming.com/fr/8711-acheter-act-of-war-high-treason-pc-jeu-steam/
XCOM 2,2.59,3.11,https://www.instant-gaming.com/fr/869-acheter-xcom-2-pc-mac-jeu-steam-europe/
Black Skylands,1.73,2.08,https://www.instant-gaming.com/fr/8564-acheter-black-skylands-pc-jeu-steam/
Roguebook Deluxe Edition,6.58,7.9,https://www.instant-gaming.com/fr/8506-acheter-roguebook-deluxe-edition-deluxe-edition-pc-mac-jeu-steam/
Dead by Daylight - All-Kill Chapter,4.57,5.48,https://www.instant-gaming.com/fr/8494-acheter-dead-by-daylight-all-kill-chapter-pc-jeu-steam/
Project Wingman,6.86,8.23,https://www.instant-gaming.com/fr/7960-acheter-project-wingman-pc-jeu-steam/
The Jackbox Party Pack 7,8.07,9.68,https://www.instant-gaming.com/fr/7730-acheter-the-jackbox-party-pack-7-pc-mac-jeu-steam/
Zombie Army Trilogy,5.9,7.08,https://www.instant-gaming.com/fr/747-acheter-zombie-army-trilogy-pc-jeu-steam/
Sid Meier's Civilization: Beyond Earth - The Collection,4.99,5.99,https://www.instant-gaming.com/fr/7336-acheter-sid-meier-s-civilization-beyond-earth-the-collection-the-collection-pc-mac-jeu-steam/
The House of Da Vinci,6.29,7.55,https://www.instant-gaming.com/fr/7073-acheter-jeu-steam-the-house-of-da-vinci/
Death Stranding,19.4,23.28,https://www.instant-gaming.com/fr/5721-acheter-death-stranding-pc-jeu-steam/
Clustertruck,2.5,3.0,https://www.instant-gaming.com/fr/5147-acheter-clustertruck-pc-mac-jeu-steam/
Doom Classic Complete,3.09,3.71,https://www.instant-gaming.com/fr/5138-acheter-doom-classic-complete-pc-jeu-steam/
Borderlands: The Handsome Collection,10.62,12.74,https://www.instant-gaming.com/fr/4364-acheter-borderlands-the-handsome-collection-pc-jeu-steam-europe/
Dead by Daylight: Darkness Among Us,5.62,6.74,https://www.instant-gaming.com/fr/4348-acheter-dead-by-daylight-darkness-among-us-pc-jeu-steam/
Super Dragon Ball Heroes World Mission,4.99,5.99,https://www.instant-gaming.com/fr/3835-acheter-super-dragon-ball-heroes-world-mission-pc-jeu-steam/
Flashing Lights - Police Fire EMS,11.03,13.24,https://www.instant-gaming.com/fr/2876-acheter-flashing-lights-police-fire-ems-pc-mac-jeu-steam/
Little Nightmares,3.7,4.44,https://www.instant-gaming.com/fr/1844-acheter-little-nightmares-pc-jeu-steam/
Star Wars Jedi Knight: Jedi Academy,1.01,1.21,https://www.instant-gaming.com/fr/1577-acheter-star-wars-jedi-knight-jedi-academy-pc-mac-jeu-steam/
Monkey Island 2 Special Edition: LeChuck's Revenge,1.73,2.08,https://www.instant-gaming.com/fr/1540-acheter-monkey-island-2-special-edition-lechuck-s-revenge-special-edition-pc-jeu-steam/
Crypt of the NecroDancer,2.33,2.8,https://www.instant-gaming.com/fr/13584-acheter-crypt-of-the-necrodancer-mac-pc-jeu-steam/
Autobahn Police Simulator 3,14.04,16.85,https://www.instant-gaming.com/fr/12343-acheter-autobahn-police-simulator-3-pc-jeu-steam/
Rubber Bandits,3.99,4.79,https://www.instant-gaming.com/fr/10015-acheter-rubber-bandits-pc-jeu-steam/
Theatre of War,1.33,1.6,https://www.instant-gaming.com/fr/9884-acheter-theatre-of-war-pc-jeu-steam/
Car Mechanic Simulator VR,2.0,2.4,https://www.instant-gaming.com/fr/8963-acheter-car-mechanic-simulator-vr-vr-pc-jeu-steam/
The Outer Worlds: Non-Mandatory Corporate-Sponsored Bundle,26.99,32.39,https://www.instant-gaming.com/fr/7801-acheter-the-outer-worlds-non-mandatory-corporate-sponsored-bundle-non-mandatory-corporate-sponsored-bundle-pc-jeu-steam-europe/
Sunset Overdrive,5.66,6.79,https://www.instant-gaming.com/fr/608-acheter-sunset-overdrive-pc-jeu-steam/
Predator: Hunting Grounds,7.16,8.59,https://www.instant-gaming.com/fr/5915-acheter-predator-hunting-grounds-pc-jeu-steam/
Arma 3 Apex Edition,31.65,37.98,https://www.instant-gaming.com/fr/4902-acheter-arma-3-apex-edition-apex-edition-pc-jeu-steam/
Dead by Daylight: Shattered Bloodline,5.69,6.83,https://www.instant-gaming.com/fr/4349-acheter-dead-by-daylight-shattered-bloodline-pc-jeu-steam/
Rising Storm 2: Vietnam Deluxe Edition,3.9,4.68,https://www.instant-gaming.com/fr/2568-acheter-rising-storm-2-vietnam-deluxe-edition-deluxe-edition-pc-jeu-steam/
Euro Truck Simulator 2 Legendary Edition,14.35,17.22,https://www.instant-gaming.com/fr/1495-acheter-euro-truck-simulator-2-legendary-edition-legendary-edition-pc-mac-jeu-steam/
Perfect Heist 2,7.23,8.68,https://www.instant-gaming.com/fr/13456-acheter-perfect-heist-2-pc-jeu-steam/
Max Payne,3.87,4.64,https://www.instant-gaming.com/fr/1324-acheter-max-payne-first-edition-pc-jeu-steam/
MX vs ATV Legends,17.99,21.59,https://www.instant-gaming.com/fr/11810-acheter-mx-vs-atv-legends-pc-jeu-steam/
Lightning Returns: Final Fantasy XIII,6.99,8.39,https://www.instant-gaming.com/fr/1166-acheter-lightning-returns-final-fantasy-xiii-pc-jeu-steam/
Prison Architect - Second Chances,3.9,4.68,https://www.instant-gaming.com/fr/9055-acheter-prison-architect-second-chances-pc-mac-jeu-steam/
Darkwood,3.04,3.65,https://www.instant-gaming.com/fr/8192-acheter-darkwood-pc-jeu-steam/
Internet Cafe Simulator,2.89,3.47,https://www.instant-gaming.com/fr/7871-acheter-internet-cafe-simulator-pc-jeu-steam/
Amnesia: Rebirth,2.99,3.59,https://www.instant-gaming.com/fr/6619-acheter-amnesia-rebirth-pc-mac-jeu-steam/
Spintires,1.76,2.11,https://www.instant-gaming.com/fr/635-acheter-spintires-pc-jeu-steam/
Psychonauts,1.39,1.67,https://www.instant-gaming.com/fr/5715-acheter-psychonauts-pc-mac-jeu-steam/
Conan Exiles - Blood and Sand Pack,5.99,7.19,https://www.instant-gaming.com/fr/5492-acheter-conan-exiles-blood-and-sand-pack-pc-jeu-steam/
FlatOut 2,1.99,2.39,https://www.instant-gaming.com/fr/5191-acheter-flatout-2-second-edition-pc-jeu-steam/
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,10.37,12.44,https://www.instant-gaming.com/fr/4223-acheter-earth-defense-force-4-1-the-shadow-of-new-despair-pc-jeu-steam/
Lego The Incredibles,2.99,3.59,https://www.instant-gaming.com/fr/2510-acheter-lego-the-incredibles-pc-mac-jeu-steam/
Dragon Ball FighterZ: FighterZ Pass,8.9,10.68,https://www.instant-gaming.com/fr/2492-acheter-dragon-ball-fighterz-fighterz-pass-pc-jeu-steam/
Crashday Redline Edition,1.0,1.2,https://www.instant-gaming.com/fr/2213-acheter-crashday-redline-edition-pc-jeu-steam/
WRC 7: World Rally Championship,2.99,3.59,https://www.instant-gaming.com/fr/2096-acheter-wrc-7-world-rally-championship-pc-jeu-steam/
Naruto Shippuden: Ultimate Ninja Storm 4 Road to Boruto - Expansion,5.29,6.35,https://www.instant-gaming.com/fr/1899-acheter-naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto-expansion-expansion-pc-jeu-steam/
Europa Universalis IV: Rights of Man,3.99,4.79,https://www.instant-gaming.com/fr/1800-acheter-europa-universalis-iv-rights-of-man-dlc-pc-mac-jeu-steam/
Stellaris: Starter Pack,30.0,36.0,https://www.instant-gaming.com/fr/13076-acheter-stellaris-starter-pack-starter-pack-pc-mac-jeu-steam/
Fobia - St. Dinfna Hotel,1.37,1.64,https://www.instant-gaming.com/fr/12434-acheter-fobia-st-dinfna-hotel-pc-jeu-steam/
Astral Ascent,8.0,9.6,https://www.instant-gaming.com/fr/10791-acheter-astral-ascent-pc-jeu-steam/
People Playground,7.99,9.59,https://www.instant-gaming.com/fr/10244-acheter-people-playground-pc-jeu-steam/
Hidden Deep,6.8,8.16,https://www.instant-gaming.com/fr/10210-acheter-hidden-deep-pc-jeu-steam/
TheHunter: Call of the Wild - Duck and Cover Pack,1.72,2.06,https://www.instant-gaming.com/fr/9927-acheter-thehunter-call-of-the-wild-duck-and-cover-pack-dlc-season-pc-jeu-steam-europe/
TheHunter: Call of the Wild - Weapon Pack 1,3.49,4.19,https://www.instant-gaming.com/fr/9926-acheter-thehunter-call-of-the-wild-weapon-pack-1-pc-jeu-steam-europe/
Telltale Batman Shadows Edition,6.99,8.39,https://www.instant-gaming.com/fr/8984-acheter-telltale-batman-shadows-edition-pc-jeu-steam/
Rising Storm 2: Vietnam,3.1,3.72,https://www.instant-gaming.com/fr/883-acheter-rising-storm-2-vietnam-pc-jeu-steam/
Endless Space 2,5.98,7.18,https://www.instant-gaming.com/fr/8828-acheter-endless-space-2-pc-mac-jeu-steam/
Warpips,2.21,2.65,https://www.instant-gaming.com/fr/8734-acheter-warpips-pc-jeu-steam/
Total War: Shogun 2: Fall of the Samurai,5.47,6.56,https://www.instant-gaming.com/fr/829-acheter-total-war-shogun-2-fall-of-the-samurai-pc-mac-jeu-steam/
Saints Row 2,2.5,3.0,https://www.instant-gaming.com/fr/822-acheter-saints-row-2-second-edition-pc-jeu-steam/
Chronicon,6.13,7.36,https://www.instant-gaming.com/fr/8088-acheter-chronicon-pc-jeu-steam/
Resident Evil 4 (2005),4.0,4.8,https://www.instant-gaming.com/fr/7818-acheter-resident-evil-4-2005-pc-jeu-steam/
Total War: Rome II - Black Sea Colonies Culture Pack,5.61,6.73,https://www.instant-gaming.com/fr/7334-acheter-jeu-steam-total-war-rome-ii-black-sea-colonies-culture-pack/
Warborn,1.0,1.2,https://www.instant-gaming.com/fr/7113-acheter-warborn-pc-jeu-steam/
Dungeon Defenders: Awakened,10.24,12.29,https://www.instant-gaming.com/fr/7068-acheter-dungeon-defenders-awakened-pc-jeu-steam/
Sniper: Ghost Warrior Gold Edition,1.13,1.36,https://www.instant-gaming.com/fr/6526-acheter-sniper-ghost-warrior-gold-edition-gold-edition-pc-jeu-steam/
Street Fighter V: Champion Edition Upgrade Kit Bundle,6.79,8.15,https://www.instant-gaming.com/fr/5820-acheter-street-fighter-v-champion-edition-upgrade-kit-bundle-pc-jeu-steam/
Prison Architect - Psych Ward: Warden's Edition,2.9,3.48,https://www.instant-gaming.com/fr/5798-acheter-prison-architect-psych-ward-warden-s-edition-pc-mac-jeu-steam/
Duke Nukem 3D: 20th Anniversary World Tour,2.1,2.52,https://www.instant-gaming.com/fr/4113-acheter-duke-nukem-3d-20th-anniversary-world-tour-pc-jeu-steam/
Terraforming Mars,4.75,5.7,https://www.instant-gaming.com/fr/3228-acheter-terraforming-mars-pc-jeu-steam/
Darkest Dungeon: The Color Of Madness,2.25,2.7,https://www.instant-gaming.com/fr/3100-acheter-darkest-dungeon-the-color-of-madness-pc-mac-jeu-steam/
Battle vs Chess,1.0,1.2,https://www.instant-gaming.com/fr/2544-acheter-battle-vs-chess-pc-mac-jeu-steam/
Deponia,1.09,1.31,https://www.instant-gaming.com/fr/2473-acheter-deponia-pc-mac-jeu-steam/
Okami HD,6.52,7.82,https://www.instant-gaming.com/fr/2297-acheter-okami-hd-pc-jeu-steam/
Bioshock Infinite,3.73,4.48,https://www.instant-gaming.com/fr/172-acheter-bioshock-infinite-pc-mac-jeu-steam-europe/
Cossacks 3,5.99,7.19,https://www.instant-gaming.com/fr/1555-acheter-cossacks-3-pc-jeu-steam/
Two Worlds II,1.0,1.2,https://www.instant-gaming.com/fr/1375-acheter-two-worlds-ii-pc-mac-jeu-steam/
Duke Nukem Forever,2.49,2.99,https://www.instant-gaming.com/fr/1339-acheter-duke-nukem-forever-pc-mac-jeu-steam/
Borderlands 2 GOTY,3.87,4.64,https://www.instant-gaming.com/fr/12635-acheter-borderlands-2-goty-goty-pc-mac-jeu-steam/
Naruto to Boruto: Shinobi Striker Season Pass 5,11.99,14.39,https://www.instant-gaming.com/fr/12594-acheter-naruto-to-boruto-shinobi-striker-season-pass-5-pc-jeu-steam/
Tomb Raider IV: The Last Revelation,1.99,2.39,https://www.instant-gaming.com/fr/10740-acheter-tomb-raider-iv-the-last-revelation-pc-jeu-steam/
Mutant Year Zero: Road to Eden - Deluxe Edition,6.12,7.34,https://www.instant-gaming.com/fr/10628-acheter-mutant-year-zero-road-to-eden-deluxe-edition-deluxe-edition-pc-jeu-steam/
Doom 3 BFG Edition,3.59,4.31,https://www.instant-gaming.com/fr/978-acheter-doom-3-bfg-edition-bfg-edition-pc-jeu-steam/
Greak: Memories of Azur,1.99,2.39,https://www.instant-gaming.com/fr/9341-acheter-greak-memories-of-azur-pc-jeu-steam/
Blade Assault,1.0,1.2,https://www.instant-gaming.com/fr/8937-acheter-blade-assault-pc-jeu-steam/
We Are Football,2.68,3.22,https://www.instant-gaming.com/fr/8543-acheter-we-are-football-pc-jeu-steam/
Not For Broadcast,2.85,3.42,https://www.instant-gaming.com/fr/8513-acheter-not-for-broadcast-pc-jeu-steam/
Zombie Army 4 Dead War,11.3,13.56,https://www.instant-gaming.com/fr/8261-acheter-zombie-army-4-dead-war-pc-jeu-steam/
